(base) kacper@macbook-pro-kacper-3 NYPD_project_final % python main.py /Users/kacper/Desktop/NYPD_project_final/data /Users/kacper/Desktop/NYPD_project_final/results
Analysis complete. Results have been saved in: /Users/kacper/Desktop/NYPD_project_final/results
         3961048 function calls (3956168 primitive calls) in 2.906 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:2042(_clip_dispatcher)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:2046(clip)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:2362(_all_dispatcher)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:2367(all)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2928(_prod_dispatcher)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2933(prod)
       18    0.000    0.000    0.000    0.000 fromnumeric.py:3123(_ndim_dispatcher)
       18    0.000    0.000    0.000    0.000 fromnumeric.py:3127(ndim)
       22    0.000    0.000    0.001    0.000 fromnumeric.py:51(_wrapfunc)
       17    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
       17    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:842(_sort_dispatcher)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:846(sort)
        9    0.000    0.000    0.000    0.000 function.py:49(__call__)
        9    0.000    0.000    0.000    0.000 function_base.py:2319(_cov_dispatcher)
        9    0.000    0.000    0.003    0.000 function_base.py:2324(cov)
        9    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
        9    0.000    0.000    0.000    0.000 function_base.py:2546(_corrcoef_dispatcher)
        9    0.000    0.000    0.004    0.000 function_base.py:2551(corrcoef)
        9    0.000    0.000    0.000    0.000 function_base.py:276(_average_dispatcher)
        9    0.000    0.000    0.001    0.000 function_base.py:280(average)
       24    0.000    0.000    0.000    0.000 function_base.py:4378(_delete_dispatcher)
       24    0.001    0.000    0.001    0.000 function_base.py:4382(delete)
        1    0.000    0.000    0.000    0.000 function_base.py:4563(_insert_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:4567(insert)
        2    0.000    0.000    0.000    0.000 function_base.py:4758(_append_dispatcher)
        2    0.000    0.000    0.000    0.000 function_base.py:4762(append)
        1    0.000    0.000    0.000    0.000 function_group.py:10(FunctionGroup)
        1    0.000    0.000    0.000    0.000 function_group.py:22(FunctionGroupList)
        1    0.000    0.000    0.000    0.000 function_group.py:3(<module>)
        1    0.000    0.000    0.010    0.010 functions.py:3(<module>)
    14638    0.017    0.000    0.035    0.000 functions.py:75(localname)
       15    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
       15    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        4    0.000    0.000    0.001    0.000 generic.py:10400(_logical_func)
        4    0.000    0.000    0.001    0.000 generic.py:10458(any)
        4    0.000    0.000    0.001    0.000 generic.py:10880(any)
       10    0.000    0.000    0.000    0.000 generic.py:12163(_align_as_utc)
        4    0.000    0.000    0.000    0.000 generic.py:1516(__invert__)
        7    0.000    0.000    0.000    0.000 generic.py:1666(_is_level_reference)
        9    0.000    0.000    0.000    0.000 generic.py:1697(_is_label_reference)
       18    0.000    0.000    0.000    0.000 generic.py:1719(<genexpr>)
       18    0.000    0.000    0.000    0.000 generic.py:1724(<genexpr>)
        1    0.000    0.000    0.000    0.000 generic.py:1727(_is_label_or_level_reference)
        8    0.000    0.000    0.000    0.000 generic.py:1752(_check_label_or_level_ambiguity)
        8    0.000    0.000    0.000    0.000 generic.py:1772(<genexpr>)
        8    0.000    0.000    0.001    0.000 generic.py:1796(_get_label_or_level_values)
        8    0.000    0.000    0.000    0.000 generic.py:1832(<listcomp>)
        1    0.000    0.000    0.001    0.001 generic.py:1861(_drop_labels_or_levels)
        1    0.000    0.000    0.000    0.000 generic.py:1892(<listcomp>)
        1    0.000    0.000    0.000    0.000 generic.py:1903(<listcomp>)
        1    0.000    0.000    0.000    0.000 generic.py:1905(<listcomp>)
        3    0.000    0.000    0.000    0.000 generic.py:1991(__contains__)
      127    0.001    0.000    0.001    0.000 generic.py:239(__init__)
      128    0.000    0.000    0.000    0.000 generic.py:328(attrs)
        1    0.000    0.000    0.004    0.004 generic.py:3376(to_csv)
      256    0.000    0.000    0.000    0.000 generic.py:349(flags)
        1    0.000    0.000    0.000    0.000 generic.py:3579(_maybe_update_cacher)
        5    0.000    0.000    0.005    0.001 generic.py:3609(take)
        5    0.000    0.000    0.005    0.001 generic.py:3708(_take_with_is_copy)
        8    0.000    0.000    0.001    0.000 generic.py:3722(xs)
        1    0.000    0.000    0.000    0.000 generic.py:3908(_slice)
        5    0.000    0.000    0.000    0.000 generic.py:3925(_set_is_copy)
       14    0.000    0.000    0.000    0.000 generic.py:3948(_check_setitem_copy)
        1    0.000    0.000    0.000    0.000 generic.py:4060(_check_inplace_and_allows_duplicate_labels)
        4    0.000    0.000    0.008    0.002 generic.py:4238(drop)
        4    0.000    0.000    0.007    0.002 generic.py:4274(_drop_axis)
     1369    0.001    0.000    0.001    0.000 generic.py:43(_check)
        1    0.000    0.000    0.000    0.000 generic.py:4364(_update_inplace)
       21    0.000    0.000    0.000    0.000 generic.py:441(_validate_dtype)
        4    0.000    0.000    0.000    0.000 generic.py:4719(reindex)
        8    0.000    0.000    0.000    0.000 generic.py:4952(<genexpr>)
        7    0.000    0.000    0.000    0.000 generic.py:514(_construct_axes_from_arguments)
        7    0.000    0.000    0.000    0.000 generic.py:543(<dictcomp>)
       86    0.000    0.000    0.000    0.000 generic.py:546(_get_axis_number)
      136    0.001    0.000    0.002    0.000 generic.py:5517(__finalize__)
        1    0.000    0.000    0.000    0.000 generic.py:554(_get_axis_name)
       57    0.000    0.000    0.000    0.000 generic.py:5561(__getattr__)
      155    0.001    0.000    0.002    0.000 generic.py:5577(__setattr__)
       29    0.000    0.000    0.000    0.000 generic.py:560(_get_axis)
        9    0.000    0.000    0.000    0.000 generic.py:5632(_protect_consolidate)
        9    0.000    0.000    0.000    0.000 generic.py:5646(_consolidate_inplace)
        9    0.000    0.000    0.000    0.000 generic.py:5650(f)
        6    0.000    0.000    0.000    0.000 generic.py:566(_get_block_manager_axis)
       13    0.000    0.000    0.004    0.000 generic.py:5749(astype)
       21    0.000    0.000    0.007    0.000 generic.py:5926(copy)
       24    0.000    0.000    0.000    0.000 generic.py:636(_info_axis)
       14    0.000    0.000    0.000    0.000 generic.py:660(ndim)
        4    0.000    0.000    0.001    0.000 generic.py:7235(isna)
        3    0.000    0.000    0.001    0.000 generic.py:767(_set_axis)
       10    0.000    0.000    0.001    0.000 generic.py:8700(align)
       10    0.000    0.000    0.001    0.000 generic.py:8957(_align_series)
       12    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        9    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 geometry.py:105(GroupTransform2D)
        1    0.000    0.000    0.000    0.000 geometry.py:138(SphereCoords)
        1    0.000    0.000    0.000    0.000 geometry.py:156(Camera)
        1    0.000    0.000    0.000    0.000 geometry.py:198(LightRig)
        1    0.000    0.000    0.000    0.000 geometry.py:221(Vector3D)
        1    0.000    0.000    0.000    0.000 geometry.py:239(Point3D)
        1    0.000    0.000    0.000    0.000 geometry.py:257(Backdrop)
        1    0.000    0.000    0.000    0.000 geometry.py:276(Scene3D)
        1    0.000    0.000    0.000    0.000 geometry.py:295(Bevel)
        1    0.000    0.000    0.001    0.001 geometry.py:3(<module>)
        1    0.000    0.000    0.000    0.000 geometry.py:317(Shape3D)
        1    0.000    0.000    0.000    0.000 geometry.py:34(Point2D)
        1    0.000    0.000    0.000    0.000 geometry.py:357(Path2D)
        1    0.000    0.000    0.000    0.000 geometry.py:379(Path2DList)
        1    0.000    0.000    0.000    0.000 geometry.py:389(GeomRect)
        1    0.000    0.000    0.000    0.000 geometry.py:408(AdjPoint2D)
        1    0.000    0.000    0.000    0.000 geometry.py:421(ConnectionSite)
        1    0.000    0.000    0.000    0.000 geometry.py:434(ConnectionSiteList)
        1    0.000    0.000    0.000    0.000 geometry.py:444(AdjustHandleList)
        1    0.000    0.000    0.000    0.000 geometry.py:448(GeomGuide)
        1    0.000    0.000    0.000    0.000 geometry.py:461(GeomGuideList)
        1    0.000    0.000    0.000    0.000 geometry.py:471(CustomGeometry2D)
        1    0.000    0.000    0.000    0.000 geometry.py:496(PresetGeometry2D)
        1    0.000    0.000    0.000    0.000 geometry.py:50(PositiveSize2D)
        1    0.000    0.000    0.000    0.000 geometry.py:559(FontReference)
        1    0.000    0.000    0.000    0.000 geometry.py:569(StyleMatrixReference)
        1    0.000    0.000    0.000    0.000 geometry.py:579(ShapeStyle)
        1    0.000    0.000    0.000    0.000 geometry.py:72(Transform2D)
        6    0.000    0.000    0.000    0.000 gettext.py:211(_expand_lang)
        3    0.000    0.000    0.000    0.000 gettext.py:542(find)
        3    0.000    0.000    0.000    0.000 gettext.py:583(translation)
        3    0.000    0.000    0.000    0.000 gettext.py:664(dgettext)
        3    0.000    0.000    0.000    0.000 gettext.py:741(gettext)
        1    0.000    0.000    0.000    0.000 graphic.py:105(GraphicData)
        1    0.000    0.000    0.000    0.000 graphic.py:122(GraphicObject)
        1    0.000    0.000    0.000    0.000 graphic.py:137(GraphicFrame)
        1    0.000    0.000    0.000    0.000 graphic.py:169(GroupShape)
        1    0.000    0.000    0.002    0.002 graphic.py:3(<module>)
        1    0.000    0.000    0.000    0.000 graphic.py:41(GraphicFrameLocking)
        1    0.000    0.000    0.000    0.000 graphic.py:69(NonVisualGraphicFrameProperties)
        1    0.000    0.000    0.000    0.000 graphic.py:84(NonVisualGraphicFrame)
        2    0.000    0.000    0.000    0.000 header_footer.py:118(from_str)
        8    0.000    0.000    0.000    0.000 header_footer.py:124(<genexpr>)
        1    0.000    0.000    0.000    0.000 header_footer.py:132(HeaderFooterItem)
       24    0.000    0.000    0.001    0.000 header_footer.py:146(__init__)
        2    0.000    0.000    0.001    0.001 header_footer.py:202(from_tree)
        1    0.000    0.000    0.000    0.000 header_footer.py:214(HeaderFooter)
        4    0.000    0.000    0.001    0.000 header_footer.py:231(__init__)
        2    0.000    0.000    0.001    0.000 header_footer.py:31(_split_string)
        1    0.000    0.000    0.002    0.002 header_footer.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header_footer.py:53(_HeaderFooterPart)
       72    0.000    0.000    0.001    0.000 header_footer.py:93(__init__)
        1    0.000    0.000    0.000    0.000 hyperlink.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperlink.py:38(HyperlinkList)
        4    0.000    0.000    0.000    0.000 hyperlink.py:44(__init__)
        1    0.000    0.000    0.000    0.000 hyperlink.py:9(Hyperlink)
        1    0.000    0.000    0.000    0.000 image.py:21(Image)
        1    0.000    0.000    0.072    0.072 image.py:3(<module>)
       34    0.000    0.000    0.002    0.000 indexed_list.py:14(__init__)
        1    0.000    0.000    0.000    0.000 indexed_list.py:4(<module>)
        1    0.000    0.000    0.000    0.000 indexed_list.py:4(IndexedList)
       51    0.000    0.000    0.002    0.000 indexed_list.py:42(append)
       51    0.000    0.000    0.003    0.000 indexed_list.py:47(add)
        3    0.000    0.000    0.000    0.000 indexing.py:130(iloc)
        2    0.000    0.000    0.000    0.000 indexing.py:1346(_validate_key)
        1    0.000    0.000    0.000    0.000 indexing.py:1422(_is_scalar_access)
        2    0.000    0.000    0.000    0.000 indexing.py:1435(<genexpr>)
        1    0.000    0.000    0.001    0.001 indexing.py:1459(_getitem_tuple)
        1    0.000    0.000    0.001    0.001 indexing.py:1467(_get_list_axis)
        2    0.000    0.000    0.001    0.000 indexing.py:1490(_getitem_axis)
        1    0.000    0.000    0.000    0.000 indexing.py:1527(_get_slice_axis)
       17    0.000    0.000    0.000    0.000 indexing.py:2323(convert_to_index_sliceable)
        4    0.000    0.000    0.000    0.000 indexing.py:2357(check_bool_indexer)
        2    0.000    0.000    0.000    0.000 indexing.py:2459(is_label_like)
        1    0.000    0.000    0.000    0.000 indexing.py:2473(need_slice)
       52    0.000    0.000    0.000    0.000 indexing.py:2486(check_deprecated_indexers)
        3    0.000    0.000    0.000    0.000 indexing.py:2491(<genexpr>)
        3    0.000    0.000    0.000    0.000 indexing.py:2502(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:740(_expand_ellipsis)
        3    0.000    0.000    0.000    0.000 indexing.py:745(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:761(_validate_tuple_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:777(_is_nested_tuple_indexer)
        3    0.000    0.000    0.000    0.000 indexing.py:783(<genexpr>)
        2    0.000    0.000    0.000    0.000 indexing.py:804(_validate_key_length)
        1    0.000    0.000    0.001    0.001 indexing.py:815(_getitem_tuple_same_dim)
        1    0.000    0.000    0.000    0.000 indexing.py:834(_getitem_lowerdim)
        2    0.000    0.000    0.001    0.001 indexing.py:954(__getitem__)
        3    0.000    0.000    0.000    0.000 indexing.py:957(<genexpr>)
        3    0.000    0.000    0.000    0.000 indexing.py:958(<genexpr>)
        4    0.000    0.000    0.000    0.000 inference.py:133(is_re)
       28    0.000    0.000    0.000    0.000 inference.py:184(is_array_like)
       25    0.000    0.000    0.000    0.000 inference.py:262(is_dict_like)
       71    0.000    0.000    0.000    0.000 inference.py:288(<genexpr>)
      294    0.000    0.000    0.000    0.000 inference.py:321(is_hashable)
       13    0.000    0.000    0.000    0.000 inference.py:426(is_inferred_bool_dtype)
       15    0.000    0.000    0.000    0.000 inference.py:98(is_file_like)
        1    0.000    0.000    0.000    0.000 info.py:1(<module>)
       25    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        1    0.000    0.000    0.000    0.000 label.py:101(DataLabelList)
        1    0.000    0.000    0.000    0.000 label.py:21(_DataLabelBase)
        1    0.000    0.000    0.000    0.000 label.py:3(<module>)
        1    0.000    0.000    0.000    0.000 label.py:74(DataLabel)
        1    0.000    0.000    0.000    0.000 layout.py:18(ManualLayout)
        1    0.000    0.000    0.000    0.000 layout.py:3(<module>)
        1    0.000    0.000    0.000    0.000 layout.py:61(Layout)
        1    0.000    0.000    0.000    0.000 legend.py:22(LegendEntry)
        1    0.000    0.000    0.001    0.001 legend.py:3(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:44(Legend)
        1    0.000    0.000    0.000    0.000 line.py:3(<module>)
        1    0.000    0.000    0.000    0.000 line.py:36(LineEndProperties)
        1    0.000    0.000    0.000    0.000 line.py:55(DashStop)
        1    0.000    0.000    0.000    0.000 line.py:73(DashStopList)
        1    0.000    0.000    0.000    0.000 line.py:83(LineProperties)
        1    0.000    0.000    0.001    0.001 line_chart.py:2(<module>)
        1    0.000    0.000    0.000    0.000 line_chart.py:21(_LineChartBase)
        1    0.000    0.000    0.000    0.000 line_chart.py:50(LineChart)
        1    0.000    0.000    0.000    0.000 line_chart.py:89(LineChart3D)
        3    0.000    0.000    0.000    0.000 locale.py:352(_replace_encoding)
        6    0.000    0.000    0.000    0.000 locale.py:386(normalize)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.002    0.002    2.906    2.906 main.py:8(main)
       38    0.000    0.000    0.001    0.000 managers.py:1026(iget)
        2    0.000    0.000    0.000    0.000 managers.py:1038(iget_values)
       13    0.001    0.000    0.003    0.000 managers.py:1071(iset)
       10    0.000    0.000    0.000    0.000 managers.py:1128(value_getitem)
        3    0.000    0.000    0.000    0.000 managers.py:1206(_iset_single)
        1    0.000    0.000    0.001    0.001 managers.py:1229(insert)
        3    0.000    0.000    0.000    0.000 managers.py:1267(<genexpr>)
        1    0.000    0.000    0.000    0.000 managers.py:1277(_insert_update_mgr_locs)
        1    0.000    0.000    0.000    0.000 managers.py:1287(_insert_update_blklocs_and_blknos)
       81    0.000    0.000    0.000    0.000 managers.py:156(blknos)
       31    0.000    0.000    0.000    0.000 managers.py:1675(is_consolidated)
       26    0.000    0.000    0.000    0.000 managers.py:1683(_consolidate_check)
       21    0.000    0.000    0.000    0.000 managers.py:1689(<listcomp>)
       26    0.000    0.000    0.007    0.000 managers.py:1693(_consolidate_inplace)
       82    0.000    0.000    0.000    0.000 managers.py:1714(__init__)
       68    0.000    0.000    0.000    0.000 managers.py:172(blklocs)
       17    0.000    0.000    0.000    0.000 managers.py:1736(from_blocks)
       27    0.000    0.000    0.001    0.000 managers.py:1745(from_array)
        1    0.000    0.000    0.000    0.000 managers.py:1753(to_2d_mgr)
       70    0.000    0.000    0.000    0.000 managers.py:1806(_block)
       62    0.000    0.000    0.000    0.000 managers.py:1851(dtype)
       18    0.000    0.000    0.000    0.000 managers.py:1858(external_values)
       69    0.000    0.000    0.000    0.000 managers.py:1862(internal_values)
       13    0.000    0.000    0.001    0.000 managers.py:1866(array_values)
        5    0.000    0.000    0.006    0.001 managers.py:1951(create_block_manager_from_column_arrays)
       48    0.000    0.000    0.000    0.000 managers.py:2006(_grouping_func)
        5    0.000    0.000    0.002    0.000 managers.py:2022(_form_blocks)
       19    0.001    0.000    0.002    0.000 managers.py:2074(_stack_arrays)
       11    0.000    0.000    0.005    0.000 managers.py:2088(_consolidate)
       80    0.000    0.000    0.001    0.000 managers.py:2093(<lambda>)
       24    0.002    0.000    0.004    0.000 managers.py:2105(_merge_blocks)
       12    0.000    0.000    0.000    0.000 managers.py:2116(<listcomp>)
        3    0.000    0.000    0.000    0.000 managers.py:212(set_axis)
       12    0.000    0.000    0.000    0.000 managers.py:2125(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:2142(_fast_count_smallints)
        5    0.000    0.000    0.000    0.000 managers.py:2151(_preprocess_slice_or_indexer)
       13    0.000    0.000    0.000    0.000 managers.py:217(is_single_block)
       33    0.000    0.000    0.000    0.000 managers.py:222(items)
       39    0.000    0.000    0.006    0.000 managers.py:253(apply)
       39    0.000    0.000    0.000    0.000 managers.py:282(<dictcomp>)
       13    0.000    0.000    0.003    0.000 managers.py:418(astype)
        1    0.000    0.000    0.000    0.000 managers.py:468(to_native_types)
       21    0.000    0.000    0.006    0.000 managers.py:578(copy)
       42    0.000    0.000    0.000    0.000 managers.py:596(copy_func)
       21    0.000    0.000    0.001    0.000 managers.py:599(<listcomp>)
        9    0.000    0.000    0.000    0.000 managers.py:618(consolidate)
        9    0.000    0.000    0.006    0.001 managers.py:634(reindex_indexer)
        4    0.000    0.000    0.003    0.001 managers.py:689(<listcomp>)
        5    0.000    0.000    0.003    0.001 managers.py:710(_slice_take_blocks_ax0)
        5    0.000    0.000    0.004    0.001 managers.py:872(take)
       42    0.000    0.000    0.000    0.000 managers.py:916(__init__)
        4    0.000    0.000    0.000    0.000 managers.py:957(_verify_integrity)
       25    0.000    0.000    0.000    0.000 managers.py:959(<genexpr>)
       31    0.000    0.000    0.000    0.000 managers.py:970(from_blocks)
       10    0.000    0.000    0.000    0.000 manifest.py:147(find)
       14    0.000    0.000    0.000    0.000 manifest.py:157(findall)
        1    0.000    0.000    0.009    0.009 manifest.py:3(<module>)
        1    0.000    0.000    0.000    0.000 manifest.py:50(FileExtension)
       24    0.000    0.000    0.000    0.000 manifest.py:57(__init__)
        1    0.000    0.000    0.000    0.000 manifest.py:62(Override)
       18    0.000    0.000    0.000    0.000 manifest.py:69(__init__)
        1    0.000    0.000    0.000    0.000 manifest.py:87(Manifest)
        2    0.000    0.000    0.000    0.000 manifest.py:97(__init__)
        1    0.000    0.000    0.000    0.000 marker.py:28(Marker)
        1    0.000    0.000    0.019    0.019 marker.py:3(<module>)
        1    0.000    0.000    0.000    0.000 marker.py:55(DataPoint)
        4    0.000    0.000    0.002    0.001 merge.py:1041(_get_merge_keys)
        4    0.000    0.000    0.000    0.000 merge.py:1065(<lambda>)
        4    0.000    0.000    0.000    0.000 merge.py:1066(<lambda>)
        4    0.000    0.000    0.000    0.000 merge.py:1159(_maybe_coerce_merge_keys)
        4    0.000    0.000    0.000    0.000 merge.py:1324(_validate_specification)
        4    0.000    0.000    0.007    0.002 merge.py:1460(get_join_indexers)
        8    0.000    0.000    0.003    0.000 merge.py:1484(<genexpr>)
       16    0.000    0.000    0.000    0.000 merge.py:1489(<genexpr>)
        1    0.000    0.000    0.000    0.000 merge.py:17(MergeCell)
        8    0.000    0.000    0.005    0.001 merge.py:2076(_factorize_keys)
        4    0.000    0.000    0.000    0.000 merge.py:2233(_get_join_keys)
        8    0.000    0.000    0.000    0.000 merge.py:2236(<genexpr>)
        4    0.000    0.000    0.000    0.000 merge.py:2266(_should_fill)
        8    0.000    0.000    0.000    0.000 merge.py:2272(_any)
        8    0.000    0.000    0.000    0.000 merge.py:2276(_validate_operand)
        4    0.000    0.000    0.002    0.001 merge.py:2290(_items_overlap_with_suffix)
        1    0.000    0.000    0.000    0.000 merge.py:3(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:35(MergeCells)
        1    0.000    0.000    0.000    0.000 merge.py:57(MergedCellRange)
        4    0.000    0.000    0.003    0.001 merge.py:611(__init__)
        4    0.000    0.000    0.017    0.004 merge.py:712(get_result)
        4    0.000    0.000    0.000    0.000 merge.py:746(_maybe_drop_cross_column)
        4    0.000    0.000    0.000    0.000 merge.py:796(_maybe_restore_index_levels)
        4    0.000    0.000    0.000    0.000 merge.py:832(_maybe_add_join_keys)
        4    0.000    0.000    0.020    0.005 merge.py:90(merge)
        4    0.000    0.000    0.007    0.002 merge.py:939(_get_join_indexers)
        4    0.000    0.000    0.008    0.002 merge.py:945(_get_join_info)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.006    0.006 mimetypes.py:195(read)
        1    0.003    0.003    0.006    0.006 mimetypes.py:206(readfp)
        1    0.000    0.000    0.007    0.007 mimetypes.py:343(init)
        1    0.000    0.000    0.000    0.000 mimetypes.py:382(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
      2/1    0.000    0.000    0.007    0.007 mimetypes.py:66(__init__)
     1284    0.001    0.000    0.002    0.000 mimetypes.py:80(add_type)
       26    0.000    0.000    0.000    0.000 missing.py:107(clean_fill_method)
       87    0.000    0.000    0.006    0.000 missing.py:150(_isna)
       57    0.002    0.000    0.005    0.000 missing.py:227(_isna_array)
       19    0.000    0.000    0.003    0.000 missing.py:268(_isna_string_dtype)
       28    0.000    0.000    0.000    0.000 missing.py:288(notna)
       25    0.000    0.000    0.000    0.000 missing.py:391(array_equivalent)
        4    0.000    0.000    0.000    0.000 missing.py:495(_array_equivalent_object)
       43    0.000    0.000    0.001    0.000 missing.py:572(na_value_for_dtype)
        4    0.000    0.000    0.000    0.000 missing.py:626(is_valid_na_for_dtype)
       87    0.000    0.000    0.006    0.000 missing.py:67(isna)
       16    0.000    0.000    0.000    0.000 missing.py:911(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
       94    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
       57    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.000    0.000 multiarray.py:498(can_cast)
        9    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
        9    0.000    0.000    0.000    0.000 multiarray.py:736(dot)
        1    0.000    0.000    0.000    0.000 multiarray.py:883(bincount)
        4    0.000    0.000    0.001    0.000 named_styles.py:106(bind)
        4    0.000    0.000    0.001    0.000 named_styles.py:114(_recalculate)
        1    0.000    0.000    0.000    0.000 named_styles.py:163(NamedStyleList)
        2    0.000    0.000    0.000    0.000 named_styles.py:171(names)
        2    0.000    0.000    0.000    0.000 named_styles.py:173(<listcomp>)
        2    0.000    0.000    0.000    0.000 named_styles.py:189(append)
        1    0.000    0.000    0.000    0.000 named_styles.py:198(_NamedCellStyle)
        2    0.000    0.000    0.000    0.000 named_styles.py:220(__init__)
        1    0.000    0.000    0.000    0.000 named_styles.py:237(_NamedCellStyleList)
        2    0.000    0.000    0.000    0.000 named_styles.py:251(__init__)
        2    0.000    0.000    0.000    0.000 named_styles.py:263(names)
        2    0.000    0.000    0.000    0.000 named_styles.py:272(sort_fn)
        1    0.000    0.000    0.003    0.003 named_styles.py:3(<module>)
        1    0.000    0.000    0.001    0.001 named_styles.py:31(NamedStyle)
       54    0.000    0.000    0.002    0.000 named_styles.py:51(__init__)
      608    0.001    0.000    0.002    0.000 named_styles.py:76(__setattr__)
        2    0.000    0.000    0.000    0.000 named_styles.py:91(xfId)
        4    0.000    0.000    0.000    0.000 named_styles.py:99(_set_index)
        1    0.000    0.000    0.000    0.000 namespace.py:4(<module>)
       16    0.000    0.000    0.000    0.000 namespace.py:4(namespaced)
        9    0.000    0.000    0.005    0.001 nanops.py:1524(nancorr)
        9    0.000    0.000    0.000    0.000 nanops.py:1549(get_corr_func)
        9    0.000    0.000    0.004    0.000 nanops.py:1566(func)
        4    0.000    0.000    0.000    0.000 nanops.py:191(_get_fill_value)
        4    0.000    0.000    0.000    0.000 nanops.py:213(_maybe_get_mask)
        4    0.000    0.000    0.000    0.000 nanops.py:257(_get_values)
        4    0.000    0.000    0.000    0.000 nanops.py:346(_na_ok_dtype)
        4    0.000    0.000    0.000    0.000 nanops.py:488(nanany)
       36    0.000    0.000    0.000    0.000 nanops.py:79(check)
        9    0.000    0.000    0.005    0.001 nanops.py:83(_f)
       45    0.000    0.000    0.000    0.000 nanops.py:86(<genexpr>)
        1    0.000    0.000    0.000    0.000 nested.py:101(NestedNoneSet)
        1    0.000    0.000    0.000    0.000 nested.py:106(NestedSet)
        1    0.000    0.000    0.000    0.000 nested.py:111(NestedMinMax)
        1    0.000    0.000    0.000    0.000 nested.py:116(EmptyTag)
        1    0.000    0.000    0.000    0.000 nested.py:23(Nested)
    14476    0.017    0.000    0.061    0.000 nested.py:28(__set__)
        1    0.000    0.000    0.000    0.000 nested.py:3(<module>)
      222    0.000    0.000    0.000    0.000 nested.py:38(from_tree)
       24    0.000    0.000    0.001    0.000 nested.py:42(to_tree)
        1    0.000    0.000    0.000    0.000 nested.py:51(NestedValue)
        1    0.000    0.000    0.000    0.000 nested.py:58(NestedText)
    13532    0.003    0.000    0.003    0.000 nested.py:64(from_tree)
