(base) kacper@macbook-pro-kacper-3 NYPD_project_final % python main.py /Users/kacper/Desktop/NYPD_project_final/data /Users/kacper/Desktop/NYPD_project_final/results
Analysis complete. Results have been saved in: /Users/kacper/Desktop/NYPD_project_final/results
         3961048 function calls (3956168 primitive calls) in 2.906 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 sheet.py:2163(Hyperlink)
    46993    0.067    0.000    0.108    0.000 sheet.py:2219(unpack_RK)
        1    0.000    0.000    0.000    0.000 sheet.py:2256(Cell)
        1    0.000    0.000    0.000    0.000 sheet.py:2324(__init__)
        1    0.000    0.000    0.000    0.000 sheet.py:2340(Colinfo)
        1    0.000    0.000    0.000    0.000 sheet.py:2402(Rowinfo)
        1    0.000    0.000    0.000    0.000 sheet.py:320(__init__)
        1    0.000    0.000    0.000    0.000 sheet.py:50(Sheet)
     3923    0.001    0.000    0.001    0.000 sheet.py:501(row_types)
     3923    0.002    0.000    0.002    0.000 sheet.py:509(row_values)
        1    0.000    0.000    0.000    0.000 sheet.py:594(tidy_dimensions)
        1    0.000    0.000    0.002    0.002 sheet.py:6(<module>)
    82262    0.060    0.000    0.061    0.000 sheet.py:714(put_cell_unragged)
        1    0.106    0.106    0.351    0.351 sheet.py:789(read)
        3    0.000    0.000    0.000    0.000 shutil.py:1342(get_terminal_size)
        9    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 smart_tags.py:12(SmartTag)
        1    0.000    0.000    0.000    0.000 smart_tags.py:3(<module>)
        1    0.000    0.000    0.000    0.000 smart_tags.py:30(SmartTagList)
        1    0.000    0.000    0.000    0.000 smart_tags.py:44(SmartTagProperties)
        4    0.000    0.000    0.000    0.000 sorting.py:218(is_int64_overflow_possible)
        1    0.000    0.000    0.000    0.000 sorting.py:357(nargsort)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:119(AbsoluteAnchor)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:150(OneCellAnchor)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:182(TwoCellAnchor)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:236(SpreadsheetDrawing)
        1    0.000    0.000    0.123    0.123 spreadsheet_drawing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:47(AnchorClientData)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:60(AnchorMarker)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:81(_AnchorBase)
      109    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
      109    0.001    0.000    0.001    0.000 sre_compile.py:292(_optimize_charset)
       21    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
       21    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
      214    0.000    0.000    0.000    0.000 sre_compile.py:447(_simple)
       12    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
       88    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
    55/45    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
       33    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
       50    0.000    0.000    0.001    0.000 sre_compile.py:560(_compile_info)
      100    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
       50    0.000    0.000    0.006    0.000 sre_compile.py:622(_code)
       50    0.000    0.000    0.020    0.000 sre_compile.py:783(compile)
      116    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
   435/50    0.002    0.000    0.005    0.000 sre_compile.py:87(_compile)
      448    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
      949    0.000    0.000    0.000    0.000 sre_parse.py:161(__len__)
       12    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
     2845    0.001    0.000    0.002    0.000 sre_parse.py:165(__getitem__)
      217    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
      655    0.000    0.000    0.000    0.000 sre_parse.py:173(append)
  522/148    0.001    0.000    0.001    0.000 sre_parse.py:175(getwidth)
       50    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
     2193    0.001    0.000    0.001    0.000 sre_parse.py:234(__next)
     1118    0.000    0.000    0.001    0.000 sre_parse.py:250(match)
     1426    0.001    0.000    0.001    0.000 sre_parse.py:255(get)
        9    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
       38    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
      595    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
       41    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
       98    0.000    0.000    0.000    0.000 sre_parse.py:356(_escape)
      110    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
   160/50    0.001    0.000    0.012    0.000 sre_parse.py:436(_parse_sub)
   210/64    0.004    0.000    0.011    0.000 sre_parse.py:494(_parse)
       50    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      296    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
       98    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
       50    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
       50    0.000    0.000    0.013    0.000 sre_parse.py:944(parse)
       98    0.000    0.000    0.001    0.000 sre_parse.py:97(closegroup)
        1    0.000    0.000    0.000    0.000 stock_chart.py:18(StockChart)
        1    0.000    0.000    0.000    0.000 stock_chart.py:3(<module>)
        9    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
        9    0.000    0.000    0.000    0.000 stride_tricks.py:339(_broadcast_to)
       18    0.000    0.000    0.000    0.000 stride_tricks.py:344(<genexpr>)
        9    0.000    0.000    0.000    0.000 stride_tricks.py:362(_broadcast_to_dispatcher)
        9    0.000    0.000    0.000    0.000 stride_tricks.py:366(broadcast_to)
      150    0.000    0.000    0.001    0.000 strings.py:12(safe_string)
        2    0.000    0.000    0.000    0.000 strings.py:3(<module>)
        2    0.035    0.018    0.489    0.245 strings.py:9(read_string_table)
        2    0.000    0.000    0.000    0.000 styleable.py:101(__init__)
        1    0.000    0.000    0.000    0.000 styleable.py:116(StyleableObject)
        1    0.000    0.000    0.000    0.000 styleable.py:17(StyleDescriptor)
        5    0.000    0.000    0.000    0.000 styleable.py:19(__init__)
        1    0.000    0.000    0.033    0.033 styleable.py:3(<module>)
        1    0.000    0.000    0.000    0.000 styleable.py:38(NumberFormatDescriptor)
        1    0.000    0.000    0.000    0.000 styleable.py:65(NamedStyleDescriptor)
        1    0.000    0.000    0.000    0.000 styleable.py:99(StyleArrayDescriptor)
        2    0.000    0.000    0.000    0.000 stylesheet.py:106(_merge_named_styles)
        2    0.000    0.000    0.000    0.000 stylesheet.py:119(_expand_named_style)
        2    0.000    0.000    0.000    0.000 stylesheet.py:149(custom_formats)
        2    0.000    0.000    0.000    0.000 stylesheet.py:151(<listcomp>)
        2    0.000    0.000    0.000    0.000 stylesheet.py:154(_normalise_numbers)
        2    0.000    0.000    0.012    0.006 stylesheet.py:188(apply_stylesheet)
        1    0.000    0.000    0.001    0.001 stylesheet.py:3(<module>)
        1    0.000    0.000    0.000    0.000 stylesheet.py:37(Stylesheet)
        2    0.000    0.000    0.002    0.001 stylesheet.py:56(__init__)
        2    0.000    0.000    0.009    0.005 stylesheet.py:97(from_tree)
        1    0.000    0.000    0.000    0.000 surface_chart.py:101(SurfaceChart)
        1    0.000    0.000    0.000    0.000 surface_chart.py:24(BandFormat)
        1    0.000    0.000    0.000    0.000 surface_chart.py:3(<module>)
        1    0.000    0.000    0.000    0.000 surface_chart.py:42(BandFormatList)
        1    0.000    0.000    0.000    0.000 surface_chart.py:56(_SurfaceChartBase)
        1    0.000    0.000    0.000    0.000 surface_chart.py:78(SurfaceChart3D)
        1    0.000    0.000    0.000    0.000 table.py:100(PivotFilter)
        1    0.000    0.000    0.000    0.000 table.py:109(TableColumn)
        1    0.000    0.000    0.000    0.000 table.py:163(PivotFilters)
        1    0.000    0.000    0.000    0.000 table.py:177(PivotTableStyle)
        1    0.000    0.000    0.000    0.000 table.py:18(TableStyleElement)
        1    0.000    0.000    0.000    0.000 table.py:184(TableNameDescriptor)
        1    0.000    0.000    0.000    0.000 table.py:196(Table)
        1    0.000    0.000    0.000    0.000 table.py:204(MemberList)
        1    0.000    0.000    0.000    0.000 table.py:226(MemberProperty)
        1    0.000    0.000    0.000    0.000 table.py:262(PivotHierarchy)
        1    0.000    0.000    0.000    0.000 table.py:29(<listcomp>)
        3    0.000    0.000    0.006    0.002 table.py:3(<module>)
        1    0.000    0.000    0.000    0.000 table.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:315(Reference)
        1    0.000    0.000    0.000    0.000 table.py:337(TablePartList)
        4    0.000    0.000    0.000    0.000 table.py:347(__init__)
        1    0.000    0.000    0.000    0.000 table.py:35(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:36(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:367(TableList)
        1    0.000    0.000    0.000    0.000 table.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:385(PivotArea)
        1    0.000    0.000    0.000    0.000 table.py:41(TableStyleInfo)
        1    0.000    0.000    0.000    0.000 table.py:439(ChartFormat)
        1    0.000    0.000    0.000    0.000 table.py:44(TableStyle)
        1    0.000    0.000    0.000    0.000 table.py:462(ConditionalFormat)
        1    0.000    0.000    0.000    0.000 table.py:47(HierarchyUsage)
        1    0.000    0.000    0.000    0.000 table.py:488(Format)
        1    0.000    0.000    0.000    0.000 table.py:511(DataField)
        1    0.000    0.000    0.000    0.000 table.py:550(PageField)
        1    0.000    0.000    0.000    0.000 table.py:579(RowColItem)
        1    0.000    0.000    0.000    0.000 table.py:59(ColHierarchiesUsage)
        1    0.000    0.000    0.000    0.000 table.py:604(RowColField)
        1    0.000    0.000    0.000    0.000 table.py:616(AutoSortScope)
        1    0.000    0.000    0.000    0.000 table.py:628(FieldItem)
        1    0.000    0.000    0.000    0.000 table.py:65(XMLColumnProps)
        1    0.000    0.000    0.000    0.000 table.py:672(PivotField)
        1    0.000    0.000    0.000    0.000 table.py:70(TableStyleList)
        1    0.000    0.000    0.000    0.000 table.py:80(RowHierarchiesUsage)
        4    0.000    0.000    0.000    0.000 table.py:81(__init__)
        1    0.000    0.000    0.000    0.000 table.py:835(Location)
        1    0.000    0.000    0.000    0.000 table.py:862(TableDefinition)
        1    0.000    0.000    0.000    0.000 table.py:90(TableFormula)
       48    0.000    0.000    0.006    0.000 take.py:120(_take_nd_ndarray)
        5    0.000    0.000    0.000    0.000 take.py:288(_get_take_nd_function_cached)
       48    0.000    0.000    0.000    0.000 take.py:326(_get_take_nd_function)
       48    0.000    0.000    0.001    0.000 take.py:554(_take_preprocess_indexer_and_fill_value)
       48    0.000    0.000    0.007    0.000 take.py:57(take_nd)
        1    0.000    0.000    0.000    0.000 text.py:119(CharacterProperties)
        1    0.000    0.000    0.000    0.000 text.py:127(RichText)
        1    0.000    0.000    0.000    0.000 text.py:146(Text)
    13532    0.023    0.000    0.153    0.000 text.py:161(__init__)
    13532    0.023    0.000    0.045    0.000 text.py:173(content)
        1    0.000    0.000    0.000    0.000 text.py:19(RichText)
        1    0.000    0.000    0.005    0.005 text.py:2(<module>)
        1    0.000    0.000    0.000    0.000 text.py:263(TabStop)
        1    0.000    0.000    0.000    0.000 text.py:27(PhoneticProperties)
        1    0.000    0.000    0.000    0.000 text.py:276(TabStopList)
        1    0.000    0.000    0.000    0.000 text.py:286(Spacing)
        1    0.000    0.000    0.000    0.000 text.py:3(<module>)
        1    0.000    0.000    0.000    0.000 text.py:301(AutonumberBullet)
        1    0.000    0.000    0.000    0.000 text.py:325(ParagraphProperties)
        1    0.000    0.000    0.002    0.002 text.py:4(<module>)
        1    0.000    0.000    0.000    0.000 text.py:428(ListStyle)
        1    0.000    0.000    0.000    0.000 text.py:46(EmbeddedWAVAudioFile)
        1    0.000    0.000    0.000    0.000 text.py:46(PhoneticText)
        1    0.000    0.000    0.000    0.000 text.py:473(RegularTextRun)
        1    0.000    0.000    0.000    0.000 text.py:493(LineBreak)
        1    0.000    0.000    0.000    0.000 text.py:508(TextField)
        1    0.000    0.000    0.000    0.000 text.py:51(Text)
        1    0.000    0.000    0.000    0.000 text.py:532(Paragraph)
        1    0.000    0.000    0.000    0.000 text.py:56(Hyperlink)
        1    0.000    0.000    0.000    0.000 text.py:564(GeomGuide)
        1    0.000    0.000    0.000    0.000 text.py:577(GeomGuideList)
        1    0.000    0.000    0.000    0.000 text.py:587(PresetTextShape)
        1    0.000    0.000    0.000    0.000 text.py:612(TextNormalAutofit)
        1    0.000    0.000    0.000    0.000 text.py:625(RichTextProperties)
        1    0.000    0.000    0.000    0.000 text.py:65(InlineFont)
        1    0.000    0.000    0.000    0.000 text.py:97(Font)
        1    0.000    0.000    0.000    0.000 theme.py:3(<module>)
        4    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 timemachine.py:10(<module>)
    44750    0.014    0.000    0.020    0.000 timemachine.py:18(<lambda>)
     9436    0.001    0.000    0.001    0.000 timemachine.py:19(<lambda>)
    51819    0.006    0.000    0.006    0.000 timemachine.py:20(<lambda>)
     4821    0.002    0.000    0.007    0.000 timemachine.py:31(<lambda>)
        1    0.000    0.000    0.000    0.000 title.py:25(Title)
        1    0.000    0.000    0.000    0.000 title.py:3(<module>)
        1    0.000    0.000    0.000    0.000 title.py:68(TitleDescriptor)
        1    0.000    0.000    0.001    0.001 tokenizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenizer.py:12(TokenizerError)
        1    0.000    0.000    0.001    0.001 tokenizer.py:16(Tokenizer)
        1    0.000    0.000    0.000    0.000 tokenizer.py:324(Token)
        1    0.000    0.000    0.001    0.001 translate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 translate.py:18(TranslatorError)
        1    0.000    0.000    0.001    0.001 translate.py:33(Translator)
        1    0.000    0.000    0.000    0.000 trendline.py:23(TrendlineLabel)
        1    0.000    0.000    0.000    0.000 trendline.py:3(<module>)
        1    0.000    0.000    0.000    0.000 trendline.py:53(Trendline)
        9    0.000    0.000    0.000    0.000 twodim_base.py:230(_diag_dispatcher)
        9    0.000    0.000    0.000    0.000 twodim_base.py:234(diag)
        9    0.000    0.000    0.000    0.000 type_check.py:206(_is_type_dispatcher)
        9    0.000    0.000    0.000    0.000 type_check.py:303(iscomplexobj)
       71    0.000    0.000    0.000    0.000 types.py:171(__get__)
        3    0.000    0.000    0.000    0.000 typing.py:128(_type_convert)
        3    0.000    0.000    0.000    0.000 typing.py:137(_type_check)
      194    0.000    0.000    0.000    0.000 typing.py:1375(cast)
        2    0.000    0.000    0.000    0.000 typing.py:191(_collect_type_vars)
        2    0.000    0.000    0.000    0.000 typing.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
        1    0.000    0.000    0.000    0.000 typing.py:218(_deduplicate)
        1    0.000    0.000    0.000    0.000 typing.py:232(_remove_dups_flatten)
       13    0.000    0.000    0.000    0.000 typing.py:271(inner)
        1    0.000    0.000    0.000    0.000 typing.py:352(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:434(Union)
        3    0.000    0.000    0.000    0.000 typing.py:466(<genexpr>)
       13    0.000    0.000    0.000    0.000 typing.py:665(_is_dunder)
        2    0.000    0.000    0.000    0.000 typing.py:677(__init__)
       13    0.000    0.000    0.000    0.000 typing.py:713(__setattr__)
       12    0.000    0.000    0.000    0.000 typing.py:719(__instancecheck__)
        2    0.000    0.000    0.000    0.000 typing.py:739(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:743(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:750(__eq__)
        8    0.000    0.000    0.000    0.000 typing.py:756(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:832(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:837(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:841(copy_with)
       12    0.000    0.000    0.000    0.000 typing.py:848(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 updown_bars.py:12(UpDownBars)
        1    0.000    0.000    0.000    0.000 updown_bars.py:3(<module>)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:1(<module>)
     1437    0.000    0.000    0.001    0.000 utf_16_le.py:15(decode)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:22(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 utf_16_le.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        5    0.000    0.000    0.000    0.000 utils.py:249(maybe_convert_indices)
        4    0.000    0.000    0.000    0.000 utils.py:457(check_array_indexer)
        3    0.000    0.000    0.000    0.000 utils.py:69(is_list_like_indexer)
        1    0.000    0.000    0.000    0.000 views.py:13(ChartsheetView)
        1    0.000    0.000    0.000    0.000 views.py:134(SheetViewList)
        4    0.000    0.000    0.000    0.000 views.py:143(__init__)
        1    0.000    0.000    0.000    0.000 views.py:17(Pane)
        1    0.000    0.000    0.000    0.000 views.py:20(BookView)
        3    0.000    0.000    0.002    0.001 views.py:3(<module>)
        1    0.000    0.000    0.000    0.000 views.py:37(ChartsheetViewList)
        1    0.000    0.000    0.000    0.000 views.py:37(Selection)
        4    0.000    0.000    0.000    0.000 views.py:41(__init__)
        4    0.000    0.000    0.000    0.000 views.py:43(__init__)
        1    0.000    0.000    0.000    0.000 views.py:54(SheetView)
        1    0.000    0.000    0.001    0.001 views.py:72(CustomWorkbookView)
        4    0.000    0.000    0.000    0.000 views.py:83(__init__)
       24    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
       24    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       24    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       24    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       24    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 web.py:15(WebPublishObject)
        1    0.000    0.000    0.000    0.000 web.py:3(<module>)
        1    0.000    0.000    0.000    0.000 web.py:42(WebPublishObjectList)
        1    0.000    0.000    0.000    0.000 web.py:63(WebPublishing)
        2    0.000    0.000    0.000    0.000 workbook.py:119(epoch)
        2    0.000    0.000    0.000    0.000 workbook.py:126(epoch)
        2    0.000    0.000    0.000    0.000 workbook.py:130(__init__)
        2    0.000    0.000    0.000    0.000 workbook.py:133(read_only)
        2    0.000    0.000    0.000    0.000 workbook.py:137(data_only)
        2    0.000    0.000    0.000    0.000 workbook.py:141(write_only)
        2    0.000    0.000    0.000    0.000 workbook.py:161(active)
        2    0.000    0.000    0.000    0.000 workbook.py:182(active)
        1    0.000    0.000    0.000    0.000 workbook.py:27(WorkbookParser)
        3    0.000    0.000    0.360    0.120 workbook.py:3(<module>)
        1    0.000    0.000    0.000    0.000 workbook.py:30(FileRecoveryProperties)
        4    0.000    0.000    0.000    0.000 workbook.py:302(worksheets)
        4    0.000    0.000    0.000    0.000 workbook.py:308(<listcomp>)
        2    0.000    0.000    0.006    0.003 workbook.py:31(__init__)
        2    0.000    0.000    0.000    0.000 workbook.py:318(sheetnames)
        2    0.000    0.000    0.000    0.000 workbook.py:327(<listcomp>)
        2    0.000    0.000    0.001    0.000 workbook.py:340(add_named_style)
        2    0.000    0.000    0.001    0.001 workbook.py:39(rels)
        4    0.000    0.000    0.000    0.000 workbook.py:438(close)
        2    0.000    0.000    0.002    0.001 workbook.py:46(parse)
        1    0.000    0.000    0.000    0.000 workbook.py:50(Workbook)
        1    0.000    0.000    0.000    0.000 workbook.py:51(ChildSheet)
        2    0.000    0.000    0.006    0.003 workbook.py:58(__init__)
        2    0.000    0.000    0.000    0.000 workbook.py:66(__init__)
        4    0.000    0.000    0.001    0.000 workbook.py:77(find_sheets)
        1    0.000    0.000    0.000    0.000 workbook.py:78(PivotCache)
        2    0.000    0.000    0.004    0.002 workbook.py:90(_setup_styles)
        1    0.000    0.000    0.000    0.000 workbook.py:93(WorkbookPackage)
        2    0.000    0.000    0.000    0.000 workbook.py:93(assign_names)
        2    0.000    0.000    0.001    0.000 worksheet.py:100(_setup)
        1    0.000    0.000    0.162    0.162 worksheet.py:3(<module>)
        2    0.000    0.000    0.000    0.000 worksheet.py:405(iter_rows)
        2    0.000    0.000    0.000    0.000 worksheet.py:453(rows)
        1    0.000    0.000    0.000    0.000 worksheet.py:59(Worksheet)
        2    0.000    0.000    0.001    0.001 worksheet.py:96(__init__)
        1    0.000    0.000    0.000    0.000 xdr.py:10(XDRPoint2D)
        1    0.000    0.000    0.000    0.000 xdr.py:17(XDRPositiveSize2D)
        1    0.000    0.000    0.000    0.000 xdr.py:24(XDRTransform2D)
        1    0.000    0.000    0.000    0.000 xdr.py:3(<module>)
        1    0.000    0.000    0.000    0.000 xldate.py:35(XLDateError)
        1    0.000    0.000    0.000    0.000 xldate.py:39(XLDateNegative)
        1    0.000    0.000    0.000    0.000 xldate.py:43(XLDateAmbiguous)
        1    0.000    0.000    0.000    0.000 xldate.py:47(XLDateTooLarge)
        1    0.000    0.000    0.000    0.000 xldate.py:51(XLDateBadDatemode)
        1    0.000    0.000    0.000    0.000 xldate.py:55(XLDateBadTuple)
        1    0.000    0.000    0.000    0.000 xldate.py:6(<module>)
      111    0.000    0.000    0.005    0.000 zipfile.py:1017(_read2)
       18    0.000    0.000    0.000    0.000 zipfile.py:1033(close)
        4    0.000    0.000    0.004    0.001 zipfile.py:1215(__init__)
        4    0.001    0.000    0.004    0.001 zipfile.py:1325(_RealGetContents)
        4    0.000    0.000    0.000    0.000 zipfile.py:1403(namelist)
        4    0.000    0.000    0.000    0.000 zipfile.py:1405(<listcomp>)
       18    0.000    0.000    0.000    0.000 zipfile.py:1434(getinfo)
       12    0.000    0.000    0.005    0.000 zipfile.py:1470(read)
       18    0.000    0.000    0.004    0.000 zipfile.py:1475(open)
      136    0.000    0.000    0.000    0.000 zipfile.py:1524(<lambda>)
        2    0.000    0.000    0.000    0.000 zipfile.py:1814(__del__)
        6    0.000    0.000    0.000    0.000 zipfile.py:1818(close)
       22    0.000    0.000    0.000    0.000 zipfile.py:1934(_fpclose)
        4    0.000    0.000    0.000    0.000 zipfile.py:213(_EndRecData64)
        4    0.000    0.000    0.001    0.000 zipfile.py:256(_EndRecData)
       40    0.000    0.000    0.000    0.000 zipfile.py:343(__init__)
       40    0.000    0.000    0.000    0.000 zipfile.py:460(_decodeExtra)
       22    0.000    0.000    0.000    0.000 zipfile.py:662(_check_compression)
       18    0.000    0.000    0.001    0.000 zipfile.py:697(_get_decompressor)
       18    0.000    0.000    0.000    0.000 zipfile.py:716(__init__)
       18    0.000    0.000    0.000    0.000 zipfile.py:724(tell)
      136    0.001    0.000    0.006    0.000 zipfile.py:737(read)
       18    0.000    0.000    0.000    0.000 zipfile.py:748(close)
       18    0.000    0.000    0.001    0.000 zipfile.py:789(__init__)
      176    0.001    0.000    0.020    0.000 zipfile.py:899(read)
      172    0.000    0.000    0.002    0.000 zipfile.py:934(_update_crc)
      172    0.002    0.000    0.018    0.000 zipfile.py:981(_read1)
      822    0.009    0.000    0.009    0.000 {built-in method __new__ of type object at 0x10e804a50}
       10    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       62    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    77/26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       58    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        9    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
     1437    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_16_le_decode}
       12    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
      206    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1393    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        8    0.125    0.016    0.125    0.016 {built-in method _imp.create_dynamic}
      8/7    0.050    0.006    0.070    0.010 {built-in method _imp.exec_dynamic}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      223    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1393    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        4    0.000    0.000    0.000    0.000 {built-in method _operator.invert}
       50    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       47    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       31    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
   205747    0.041    0.000    0.041    0.000 {built-in method _struct.unpack}
      465    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      520    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       72    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
      653    0.006    0.000    0.052    0.000 {built-in method builtins.__build_class__}
    30/25    0.000    0.000    0.161    0.006 {built-in method builtins.__import__}
  266/262    0.000    0.000    0.001    0.000 {built-in method builtins.all}
       81    0.000    0.000    0.001    0.000 {built-in method builtins.any}
    14793    0.002    0.000    0.002    0.000 {built-in method builtins.callable}
    44790    0.005    0.000    0.005    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
    207/1    0.001    0.000    2.908    2.908 {built-in method builtins.exec}
    68836    0.011    0.000    0.011    0.000 {built-in method builtins.getattr}
    33821    0.007    0.000    0.007    0.000 {built-in method builtins.hasattr}
  840/611    0.000    0.000    0.002    0.000 {built-in method builtins.hash}
306702/306678    0.042    0.000    0.043    0.000 {built-in method builtins.isinstance}
     1225    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
107978/107128    0.011    0.000    0.011    0.000 {built-in method builtins.len}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      761    0.003    0.000    0.009    0.000 {built-in method builtins.max}
     5841    0.002    0.000    0.004    0.000 {built-in method builtins.min}
    12191    0.003    0.000    0.013    0.000 {built-in method builtins.next}
      642    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
     6520    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
      638    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      618    0.000    0.000    0.000    0.000 {built-in method from_bytes}
